rep,id,k1,k2,A0,peak,Vaccine_Group
26,16,0.411573,0.00351379,0.00479245,67.711,0.1ug Pfizer
27,16,0.408095,0.00172032,0.0130241,67.6623,0.1ug Pfizer
28,16,0.419434,0.00208981,0.00514508,67.9129,0.1ug Pfizer
29,16,0.467939,0.00227246,0.0077616,66.642,0.1ug Pfizer
30,16,0.391907,0.00196865,0.00694266,66.882,0.1ug Pfizer
31,16,0.434262,0.00185744,0.00629756,67.4717,0.1ug Pfizer
32,16,0.423611,0.00303181,0.0127064,67.1558,0.1ug Pfizer
33,16,0.390454,0.0026402,0.0117522,66.6901,0.1ug Pfizer
34,16,0.431251,0.00269665,0.00629667,66.9792,0.1ug Pfizer
35,16,0.392544,0.00155189,0.0112469,66.3969,0.1ug Pfizer
36,16,0.437026,0.00233866,0.00575609,66.8676,0.1ug Pfizer
37,16,0.424507,0.00323857,0.0163965,67.4226,0.1ug Pfizer
38,16,0.413521,0.00204244,0.0124444,66.9265,0.1ug Pfizer
39,16,0.407351,0.00423029,0.00960984,67.5927,0.1ug Pfizer
40,16,0.479781,0.0023033,0.00588756,66.3933,0.1ug Pfizer
41,16,0.437957,0.0024587,0.00412874,67.187,0.1ug Pfizer
42,16,0.398085,0.00151575,0.00725749,67.791,0.1ug Pfizer
43,16,0.425433,0.00374241,0.00962609,66.8295,0.1ug Pfizer
44,16,0.416515,0.00245424,0.00568468,66.5052,0.1ug Pfizer
45,16,0.425874,0.00191647,0.00675818,67.4832,0.1ug Pfizer
46,16,0.436605,0.00369028,0.00718428,67.3262,0.1ug Pfizer
47,16,0.409201,0.00186867,0.00931747,66.7555,0.1ug Pfizer
48,16,0.423119,0.00289685,0.007784,67.2483,0.1ug Pfizer
49,16,0.417676,0.00355991,0.00931747,67.7341,0.1ug Pfizer
50,16,0.416306,0.00517385,0.00453586,68.1878,0.1ug Pfizer
51,16,0.468988,0.00335434,0.00615534,67.175,0.1ug Pfizer
52,16,0.458877,0.00227997,0.00602616,66.6564,0.1ug Pfizer
53,16,0.428789,0.00210951,0.00404961,66.7885,0.1ug Pfizer
54,16,0.411198,0.00292307,0.0130844,67.551,0.1ug Pfizer
55,16,0.455362,0.0033955,0.00537151,67.5167,0.1ug Pfizer
56,16,0.471061,0.00211561,0.00249745,67.3765,0.1ug Pfizer
57,16,0.451601,0.0039287,0.00697884,67.7138,0.1ug Pfizer
58,16,0.449414,0.00278469,0.00696043,67.5855,0.1ug Pfizer
59,16,0.425613,0.00390003,0.00446856,67.0254,0.1ug Pfizer
60,16,0.439815,0.00187636,0.011167,67.2316,0.1ug Pfizer
61,16,0.420424,0.00140307,0.0108386,67.3739,0.1ug Pfizer
62,16,0.465825,0.00298921,0.00800763,67.0436,0.1ug Pfizer
63,16,0.409104,0.00306069,0.0120421,67.0417,0.1ug Pfizer
64,16,0.462498,0.00386074,0.00437014,66.8577,0.1ug Pfizer
65,16,0.410558,0.00302216,0.00929311,66.9547,0.1ug Pfizer
66,16,0.404929,0.00228968,0.00640498,66.4884,0.1ug Pfizer
67,16,0.386723,0.00338346,0.00898001,67.0852,0.1ug Pfizer
68,16,0.434182,0.00291108,0.00553737,67.4275,0.1ug Pfizer
69,16,0.414329,0.00350859,0.00928293,67.4554,0.1ug Pfizer
70,16,0.421897,0.00399698,0.0129571,67.7517,0.1ug Pfizer
71,16,0.408523,0.000951764,0.00419895,66.5947,0.1ug Pfizer
72,16,0.454705,0.0016904,0.00875539,66.606,0.1ug Pfizer
73,16,0.39708,0.00190095,0.00907899,66.4127,0.1ug Pfizer
74,16,0.395647,0.00286235,0.0112101,66.4005,0.1ug Pfizer
75,16,0.41188,0.00145151,0.00361181,67.6226,0.1ug Pfizer
76,16,0.427594,0.0024583,0.0119754,66.8355,0.1ug Pfizer
77,16,0.439794,0.00160698,0.00662008,67.6111,0.1ug Pfizer
78,16,0.427594,0.00414658,0.0139642,65.5778,0.1ug Pfizer
79,16,0.406022,0.00257911,0.00611724,67.1077,0.1ug Pfizer
80,16,0.448608,0.00238074,0.00862726,67.0773,0.1ug Pfizer
81,16,0.405338,0.00213613,0.00800948,66.8272,0.1ug Pfizer
82,16,0.422744,0.00180306,0.00589712,67.2028,0.1ug Pfizer
83,16,0.44127,0.00219046,0.0052812,66.767,0.1ug Pfizer
84,16,0.43569,0.00321291,0.00425885,67.4178,0.1ug Pfizer
85,16,0.434651,0.0024286,0.00921844,67.3055,0.1ug Pfizer
86,16,0.424149,0.00316477,0.00540474,66.5277,0.1ug Pfizer
87,16,0.396635,0.00226553,0.00921844,65.9515,0.1ug Pfizer
88,16,0.426466,0.00146919,0.00423365,66.3399,0.1ug Pfizer
89,16,0.459733,0.00218283,0.00782135,67.0468,0.1ug Pfizer
90,16,0.466757,0.00330645,0.00545183,67.8999,0.1ug Pfizer
91,16,0.469803,0.00191157,0.0115518,66.8128,0.1ug Pfizer
92,16,0.443411,0.00199734,0.00899237,67.9293,0.1ug Pfizer
93,16,0.42378,0.00131649,0.00745152,66.6713,0.1ug Pfizer
94,16,0.417924,0.00172212,0.0110029,67.1069,0.1ug Pfizer
95,16,0.426901,0.00141723,0.00451387,66.9111,0.1ug Pfizer
96,16,0.421645,0.0031865,0.00686229,67.7999,0.1ug Pfizer
97,16,0.469702,0.00268764,0.00943004,68.0704,0.1ug Pfizer
98,16,0.421645,0.00254015,0.00686229,68.0677,0.1ug Pfizer
99,16,0.393591,0.00288479,0.00948816,67.0178,0.1ug Pfizer
100,16,0.421118,0.00254015,0.00951281,68.0677,0.1ug Pfizer
1,17,0.434341,0.00157014,0.00774259,67.2412,0.1ug Pfizer
2,17,0.4235,0.00218944,0.0102513,67.198,0.1ug Pfizer
3,17,0.471032,0.000946539,0.00592278,66.8447,0.1ug Pfizer
4,17,0.387684,0.00267251,0.00863208,67.8194,0.1ug Pfizer
5,17,0.403189,0.00082946,0.0105396,67.4831,0.1ug Pfizer
6,17,0.427756,0.00122147,0.00774806,66.5719,0.1ug Pfizer
7,17,0.403321,0.00221298,0.00381093,66.7804,0.1ug Pfizer
8,17,0.391046,0.00213657,0.0142523,67.8077,0.1ug Pfizer
9,17,0.435844,0.00190929,0.00556086,66.7548,0.1ug Pfizer
10,17,0.391462,0.00108146,0.00789924,67.6379,0.1ug Pfizer
11,17,0.369685,0.00241552,0.0128342,66.5408,0.1ug Pfizer
12,17,0.416797,0.00306289,0.0075049,66.8427,0.1ug Pfizer
13,17,0.423929,0.00189722,0.00521311,67.3459,0.1ug Pfizer
14,17,0.434432,0.0030135,0.00288816,68.1778,0.1ug Pfizer
15,17,0.431842,0.00306668,0.00767139,66.8695,0.1ug Pfizer
16,17,0.455377,0.00257563,0.00506079,67.9509,0.1ug Pfizer
17,17,0.387771,0.00136706,0.00953704,67.0444,0.1ug Pfizer
18,17,0.47683,0.0017209,0.00750918,67.3465,0.1ug Pfizer
19,17,0.387771,0.00136706,0.00817965,67.0444,0.1ug Pfizer
20,17,0.450012,0.0017209,0.0121813,67.4201,0.1ug Pfizer
21,17,0.406525,0.00145959,0.00522814,67.4163,0.1ug Pfizer
22,17,0.431616,0.00117063,0.00467487,66.6447,0.1ug Pfizer
23,17,0.425628,0.00197712,0.00673445,67.4768,0.1ug Pfizer
24,17,0.410192,0.00221068,0.00758833,67.09,0.1ug Pfizer
25,17,0.458106,0.0018189,0.00663828,66.7629,0.1ug Pfizer
26,17,0.394151,0.00167048,0.00651111,67.1529,0.1ug Pfizer
27,17,0.410571,0.00137523,0.00334554,67.0554,0.1ug Pfizer
28,17,0.432994,0.00245488,0.00460496,67.5938,0.1ug Pfizer
29,17,0.413957,0.00255822,0.00836259,67.0554,0.1ug Pfizer
30,17,0.43264,0.00223905,0.00390621,66.5692,0.1ug Pfizer
31,17,0.405657,0.00252321,0.00385602,66.4536,0.1ug Pfizer
32,17,0.403286,0.00223905,0.00390621,67.5421,0.1ug Pfizer
33,17,0.456661,0.00232981,0.0113317,66.3258,0.1ug Pfizer
34,17,0.497283,0.00256314,0.0054421,67.5584,0.1ug Pfizer
35,17,0.450126,0.00363575,0.00309688,67.3918,0.1ug Pfizer
36,17,0.486281,0.00205167,0.00420216,67.1341,0.1ug Pfizer
37,17,0.446582,0.00134749,0.00371691,68.3318,0.1ug Pfizer
38,17,0.405896,0.00278844,0.00794267,66.8219,0.1ug Pfizer
39,17,0.426531,0.00174535,0.00868773,67.3752,0.1ug Pfizer
40,17,0.38751,0.00178374,0.0100262,67.2352,0.1ug Pfizer
41,17,0.411675,0.00174535,0.00864794,67.469,0.1ug Pfizer
42,17,0.424915,0.00286526,0.0094299,68.1163,0.1ug Pfizer
43,17,0.411675,0.00174535,0.00864794,67.469,0.1ug Pfizer
44,17,0.411915,0.00249316,0.00772222,66.9127,0.1ug Pfizer
45,17,0.411675,0.00163545,0.0102926,67.7228,0.1ug Pfizer
46,17,0.393724,0.0014937,0.00634657,67.2281,0.1ug Pfizer
47,17,0.413353,0.00114221,0.00462528,67.2158,0.1ug Pfizer
48,17,0.428027,0.00325119,0.00601369,67.6048,0.1ug Pfizer
49,17,0.455303,0.00105695,0.00366885,67.9295,0.1ug Pfizer
50,17,0.428027,0.00325119,0.00601369,67.6048,0.1ug Pfizer
51,17,0.409062,0.00272786,0.0105377,67.3634,0.1ug Pfizer
52,17,0.420068,0.00203948,0.00546612,66.8492,0.1ug Pfizer
53,17,0.410726,0.00167382,0.00542825,66.5393,0.1ug Pfizer
54,17,0.397196,0.00292195,0.00681942,66.4233,0.1ug Pfizer
55,17,0.43776,0.00201142,0.00382937,67.3238,0.1ug Pfizer
56,17,0.43182,0.00145751,0.00636332,67.3307,0.1ug Pfizer
57,17,0.409283,0.00260754,0.00833085,67.5401,0.1ug Pfizer
58,17,0.435262,0.00117875,0.00634338,66.7282,0.1ug Pfizer
59,17,0.448001,0.00199563,0.00495033,68.204,0.1ug Pfizer
60,17,0.421767,0.00198209,0.00826474,66.9556,0.1ug Pfizer
61,17,0.419429,0.00219921,0.00409339,67.9208,0.1ug Pfizer
62,17,0.422641,0.00171512,0.00823509,67.9087,0.1ug Pfizer
63,17,0.445561,0.00130381,0.00602778,66.9896,0.1ug Pfizer
64,17,0.432141,0.00274277,0.0050439,67.9777,0.1ug Pfizer
65,17,0.39485,0.00289813,0.0108523,67.2562,0.1ug Pfizer
66,17,0.448754,0.00154498,0.00626521,67.4112,0.1ug Pfizer
67,17,0.416533,0.00225105,0.00518807,67.3943,0.1ug Pfizer
68,17,0.393682,0.00166035,0.00462157,67.1612,0.1ug Pfizer
69,17,0.474503,0.0024153,0.00482358,67.2629,0.1ug Pfizer
70,17,0.435621,0.00260671,0.00589858,67.3892,0.1ug Pfizer
71,17,0.453307,0.0024153,0.00337899,67.5974,0.1ug Pfizer
72,17,0.399165,0.0011418,0.00870334,67.1045,0.1ug Pfizer
73,17,0.467155,0.00184649,0.00164101,66.4322,0.1ug Pfizer
74,17,0.422027,0.00247204,0.012781,67.264,0.1ug Pfizer
75,17,0.46749,0.00196767,0.00164808,67.0408,0.1ug Pfizer
76,17,0.390563,0.00204551,0.0104187,67.2708,0.1ug Pfizer
77,17,0.437748,0.00106178,0.00380277,66.1433,0.1ug Pfizer
78,17,0.429709,0.00285948,0.0104187,67.2153,0.1ug Pfizer
79,17,0.384512,0.000895828,0.00581969,67.6797,0.1ug Pfizer
80,17,0.426752,0.00285401,0.0077251,67.0737,0.1ug Pfizer
81,17,0.478431,0.00161811,0.00651746,66.9609,0.1ug Pfizer
82,17,0.409112,0.0020397,0.0104331,66.8213,0.1ug Pfizer
83,17,0.428139,0.00176136,0.00846064,65.6977,0.1ug Pfizer
84,17,0.379384,0.0020397,0.0137414,66.3002,0.1ug Pfizer
85,17,0.428168,0.00300599,0.00953506,66.9039,0.1ug Pfizer
86,17,0.388215,0.00145485,0.0110447,67.0282,0.1ug Pfizer
87,17,0.398176,0.00183161,0.0062924,66.7406,0.1ug Pfizer
88,17,0.431081,0.00153061,0.00835836,66.8152,0.1ug Pfizer
89,17,0.453899,0.00262885,0.0059239,67.4232,0.1ug Pfizer
90,17,0.410399,0.00315779,0.00587712,67.57,0.1ug Pfizer
91,17,0.400735,0.00167007,0.0095232,66.6765,0.1ug Pfizer
92,17,0.417449,0.00160759,0.00656256,67.9173,0.1ug Pfizer
93,17,0.400277,0.00176344,0.00872098,67.0764,0.1ug Pfizer
94,17,0.475591,0.00123293,0.00492881,67.1553,0.1ug Pfizer
95,17,0.408736,0.00262292,0.009306,67.4336,0.1ug Pfizer
96,17,0.422773,0.0028347,0.00580794,67.2142,0.1ug Pfizer
97,17,0.44572,0.0028861,0.00552805,67.0527,0.1ug Pfizer
98,17,0.409161,0.0034482,0.00431347,67.5179,0.1ug Pfizer
99,17,0.426222,0.00115905,0.00658884,67.7489,0.1ug Pfizer
100,17,0.429166,0.00134707,0.00543825,67.3858,0.1ug Pfizer
1,18,0.478481,0.00842335,0.00772928,67.0753,0.1ug Pfizer
2,18,0.411826,0.0106119,0.00809649,67.1835,0.1ug Pfizer
3,18,0.478481,0.00842335,0.0078103,66.497,0.1ug Pfizer
4,18,0.464205,0.0109517,0.00774597,66.3551,0.1ug Pfizer
5,18,0.456304,0.0123066,0.00479343,67.0875,0.1ug Pfizer
6,18,0.463863,0.00872153,0.00774597,66.9646,0.1ug Pfizer
7,18,0.4145,0.0123066,0.00535454,67.0875,0.1ug Pfizer
8,18,0.463863,0.00872153,0.00774597,66.9646,0.1ug Pfizer
9,18,0.409442,0.0111901,0.0111847,66.7911,0.1ug Pfizer
10,18,0.42491,0.00872153,0.00582409,66.6171,0.1ug Pfizer
11,18,0.447698,0.00685275,0.00819647,66.6835,0.1ug Pfizer
12,18,0.453716,0.00872153,0.0050595,67.3557,0.1ug Pfizer
13,18,0.477833,0.00870487,0.00424983,66.6796,0.1ug Pfizer
14,18,0.453716,0.00872153,0.00564327,67.3557,0.1ug Pfizer
15,18,0.427032,0.00950051,0.0111882,66.4911,0.1ug Pfizer
16,18,0.408417,0.00964062,0.010531,66.8324,0.1ug Pfizer
17,18,0.367005,0.00666303,0.0177445,67.0258,0.1ug Pfizer
18,18,0.422811,0.00878922,0.00958396,67.3618,0.1ug Pfizer
19,18,0.422777,0.00712074,0.00939262,67.267,0.1ug Pfizer
20,18,0.440024,0.00985527,0.00570425,66.6943,0.1ug Pfizer
21,18,0.456676,0.0100864,0.00422718,67.673,0.1ug Pfizer
22,18,0.4255,0.00985527,0.0128904,66.6943,0.1ug Pfizer
23,18,0.471089,0.0100191,0.00905239,68.1639,0.1ug Pfizer
24,18,0.414823,0.00985527,0.00848405,66.4739,0.1ug Pfizer
25,18,0.471984,0.0100191,0.00905239,68.1639,0.1ug Pfizer
26,18,0.414823,0.00985527,0.00848405,67.1723,0.1ug Pfizer
27,18,0.403281,0.0119472,0.0140971,66.5791,0.1ug Pfizer
28,18,0.414823,0.00854111,0.00626634,67.1723,0.1ug Pfizer
29,18,0.453343,0.00920971,0.00619599,67.2414,0.1ug Pfizer
30,18,0.414823,0.0108937,0.0067237,66.7395,0.1ug Pfizer
31,18,0.415229,0.00920971,0.00471116,67.0461,0.1ug Pfizer
32,18,0.414823,0.0108937,0.0067237,66.2126,0.1ug Pfizer
33,18,0.415229,0.00929447,0.0119408,66.7627,0.1ug Pfizer
34,18,0.412449,0.0110792,0.00902966,67.2963,0.1ug Pfizer
35,18,0.415229,0.00929447,0.00582712,66.7627,0.1ug Pfizer
36,18,0.429491,0.0110792,0.0070389,67.041,0.1ug Pfizer
37,18,0.412172,0.00888138,0.0108003,66.8419,0.1ug Pfizer
38,18,0.460511,0.010486,0.00504338,66.8917,0.1ug Pfizer
39,18,0.42837,0.00888138,0.0135335,66.8545,0.1ug Pfizer
40,18,0.443849,0.0071871,0.00386566,67.1276,0.1ug Pfizer
41,18,0.418183,0.00612333,0.00814529,66.7702,0.1ug Pfizer
42,18,0.405851,0.00987307,0.00765483,67.3663,0.1ug Pfizer
43,18,0.407982,0.00612333,0.00560921,66.7702,0.1ug Pfizer
44,18,0.428704,0.00907107,0.00357538,67.4948,0.1ug Pfizer
45,18,0.462586,0.0106608,0.00541502,67.633,0.1ug Pfizer
46,18,0.425254,0.00907107,0.0125907,67.8193,0.1ug Pfizer
47,18,0.462586,0.0105509,0.0081587,68.0971,0.1ug Pfizer
48,18,0.425254,0.00907107,0.00913747,66.8995,0.1ug Pfizer
49,18,0.462586,0.0105509,0.0081587,66.7812,0.1ug Pfizer
50,18,0.398461,0.00907107,0.00526763,66.8995,0.1ug Pfizer
51,18,0.436164,0.0105509,0.0081587,67.8805,0.1ug Pfizer
52,18,0.457066,0.00907107,0.00526763,66.6503,0.1ug Pfizer
53,18,0.426508,0.00761194,0.00761423,66.6228,0.1ug Pfizer
54,18,0.457066,0.00907107,0.00526763,66.6503,0.1ug Pfizer
55,18,0.409032,0.00761194,0.00761423,67.5105,0.1ug Pfizer
56,18,0.451421,0.010197,0.00827872,67.0743,0.1ug Pfizer
57,18,0.42131,0.00714472,0.00661104,66.5202,0.1ug Pfizer
58,18,0.426857,0.010197,0.00827872,67.0858,0.1ug Pfizer
59,18,0.461212,0.00737748,0.00499829,66.9869,0.1ug Pfizer
60,18,0.414104,0.00683108,0.00529383,67.8864,0.1ug Pfizer
61,18,0.454326,0.00926898,0.00485149,66.8316,0.1ug Pfizer
62,18,0.400043,0.0108709,0.0102673,66.9268,0.1ug Pfizer
63,18,0.482161,0.00827202,0.00438737,66.6815,0.1ug Pfizer
64,18,0.471478,0.00728061,0.0131485,67.2378,0.1ug Pfizer
65,18,0.456811,0.00744337,0.00610808,66.0738,0.1ug Pfizer
66,18,0.465951,0.00842389,0.00712144,66.8795,0.1ug Pfizer
67,18,0.452147,0.00704206,0.00846408,66.2588,0.1ug Pfizer
68,18,0.45971,0.00998949,0.00767118,67.1595,0.1ug Pfizer
69,18,0.408698,0.00751448,0.00692666,67.696,0.1ug Pfizer
70,18,0.399874,0.00799195,0.00767118,67.719,0.1ug Pfizer
71,18,0.473046,0.00879369,0.0060989,66.5714,0.1ug Pfizer
72,18,0.3981,0.00896423,0.00929948,67.5121,0.1ug Pfizer
73,18,0.473046,0.00812413,0.00609369,66.5714,0.1ug Pfizer
74,18,0.44647,0.0091246,0.00720805,68.5767,0.1ug Pfizer
75,18,0.411251,0.00858948,0.0122601,67.7681,0.1ug Pfizer
76,18,0.44647,0.00976552,0.00574258,68.225,0.1ug Pfizer
77,18,0.438476,0.00861498,0.00886285,66.1416,0.1ug Pfizer
78,18,0.44663,0.0110647,0.00441014,68.4883,0.1ug Pfizer
79,18,0.467149,0.00854759,0.00551126,66.5618,0.1ug Pfizer
80,18,0.44663,0.0110647,0.00367939,67.2831,0.1ug Pfizer
81,18,0.39749,0.00879905,0.00930412,66.4115,0.1ug Pfizer
82,18,0.436482,0.0110647,0.0100858,67.6213,0.1ug Pfizer
83,18,0.43541,0.00710489,0.01037,67.3774,0.1ug Pfizer
84,18,0.450906,0.010068,0.00961098,66.9895,0.1ug Pfizer
85,18,0.408522,0.00710489,0.00805129,66.9471,0.1ug Pfizer
86,18,0.396579,0.010068,0.00741075,67.2315,0.1ug Pfizer
87,18,0.424974,0.00939696,0.007624,67.0657,0.1ug Pfizer
88,18,0.423437,0.010068,0.00679384,67.338,0.1ug Pfizer
89,18,0.424974,0.00939696,0.00674128,67.0657,0.1ug Pfizer
90,18,0.446969,0.00909926,0.00690264,66.6317,0.1ug Pfizer
91,18,0.426064,0.0108171,0.00643078,67.3225,0.1ug Pfizer
92,18,0.446969,0.00909926,0.00690264,66.6317,0.1ug Pfizer
93,18,0.426064,0.0108171,0.00683378,67.3225,0.1ug Pfizer
94,18,0.409682,0.0069345,0.00650511,66.5785,0.1ug Pfizer
95,18,0.444239,0.00765046,0.00630714,66.6617,0.1ug Pfizer
96,18,0.435561,0.00797633,0.0038234,66.8789,0.1ug Pfizer
97,18,0.444239,0.00729569,0.00630714,66.7248,0.1ug Pfizer
98,18,0.435561,0.00797633,0.00648654,66.8789,0.1ug Pfizer
99,18,0.460742,0.00826721,0.00918512,67.0263,0.1ug Pfizer
100,18,0.482036,0.00797633,0.00648654,66.8789,0.1ug Pfizer
1,19,0.332063,0.00408132,0.00452929,67.5717,0.1ug Pfizer
2,19,0.33663,0.00192683,0.00354868,66.7705,0.1ug Pfizer
3,19,0.334205,0.00199419,0.00452929,67.5717,0.1ug Pfizer
4,19,0.35496,0.00192683,0.00351193,66.9154,0.1ug Pfizer
5,19,0.334205,0.00339115,0.00452929,67.5717,0.1ug Pfizer
6,19,0.342369,0.00205138,0.00426976,66.6382,0.1ug Pfizer
7,19,0.334205,0.00339115,0.00706317,67.5717,0.1ug Pfizer
8,19,0.342369,0.00205138,0.00426976,66.6382,0.1ug Pfizer
9,19,0.345183,0.00339115,0.00477418,68.1838,0.1ug Pfizer
10,19,0.345084,0.00261472,0.00436668,67.0077,0.1ug Pfizer
11,19,0.33689,0.00491303,0.00450443,67.8933,0.1ug Pfizer
12,19,0.352089,0.00315141,0.00434655,66.9758,0.1ug Pfizer
13,19,0.332671,0.00198649,0.00561219,67.8341,0.1ug Pfizer
14,19,0.352089,0.00305287,0.00434655,66.9758,0.1ug Pfizer
15,19,0.337272,0.00324953,0.0105839,66.7496,0.1ug Pfizer
16,19,0.331095,0.00402383,0.00625871,66.5435,0.1ug Pfizer
17,19,0.297502,0.00226257,0.0110796,66.2655,0.1ug Pfizer
18,19,0.314893,0.00354181,0.00709401,66.6759,0.1ug Pfizer
19,19,0.297502,0.00226257,0.0134075,68.5259,0.1ug Pfizer
20,19,0.329462,0.00424872,0.00709401,67.8912,0.1ug Pfizer
21,19,0.319427,0.00264301,0.0121809,66.5499,0.1ug Pfizer
22,19,0.373576,0.00578859,0.00236504,66.8153,0.1ug Pfizer
23,19,0.302566,0.00298954,0.0120871,66.615,0.1ug Pfizer
24,19,0.373576,0.00578859,0.00236504,67.8978,0.1ug Pfizer
25,19,0.302566,0.00298954,0.0120871,67.6223,0.1ug Pfizer
26,19,0.356283,0.00337671,0.00282997,68.4408,0.1ug Pfizer
27,19,0.303568,0.00223251,0.0127175,66.8498,0.1ug Pfizer
28,19,0.3549,0.00337671,0.0033434,66.6055,0.1ug Pfizer
29,19,0.347313,0.00327694,0.00423209,67.143,0.1ug Pfizer
30,19,0.345998,0.00129389,0.00397477,66.5726,0.1ug Pfizer
31,19,0.336173,0.00335869,0.00759951,67.0673,0.1ug Pfizer
32,19,0.345998,0.00129389,0.00397477,66.5726,0.1ug Pfizer
33,19,0.313591,0.00208704,0.00847744,66.7757,0.1ug Pfizer
34,19,0.327618,0.00219013,0.00447654,67.4049,0.1ug Pfizer
35,19,0.321651,0.00222249,0.00752494,67.0276,0.1ug Pfizer
36,19,0.362215,0.00362104,0.00260555,66.9778,0.1ug Pfizer
37,19,0.333234,0.00222249,0.00752494,67.8792,0.1ug Pfizer
38,19,0.362215,0.00362104,0.00260555,66.9778,0.1ug Pfizer
39,19,0.333234,0.00222249,0.00592787,67.8792,0.1ug Pfizer
40,19,0.366242,0.00362104,0.00221895,67.2248,0.1ug Pfizer
41,19,0.338038,0.00308286,0.00363441,66.6437,0.1ug Pfizer
42,19,0.342048,0.00295485,0.00407801,67.4704,0.1ug Pfizer
43,19,0.338038,0.00377522,0.00363441,67.449,0.1ug Pfizer
44,19,0.357996,0.00430727,0.00318545,67.6459,0.1ug Pfizer
45,19,0.338038,0.00378834,0.00539358,67.6306,0.1ug Pfizer
46,19,0.33182,0.00430727,0.00475072,68.4514,0.1ug Pfizer
47,19,0.338038,0.0030029,0.00546446,67.3245,0.1ug Pfizer
48,19,0.33045,0.00202955,0.00870934,67.0329,0.1ug Pfizer
49,19,0.338038,0.0030029,0.00546446,67.9915,0.1ug Pfizer
50,19,0.317809,0.00227762,0.00512337,67.0386,0.1ug Pfizer
51,19,0.338038,0.0030029,0.00758742,67.053,0.1ug Pfizer
52,19,0.317809,0.00227762,0.00772473,66.8458,0.1ug Pfizer
53,19,0.318271,0.0030029,0.00758742,66.4809,0.1ug Pfizer
54,19,0.317809,0.00242537,0.00772473,66.8458,0.1ug Pfizer
55,19,0.318751,0.00304393,0.0116748,67.3483,0.1ug Pfizer
56,19,0.317809,0.0035808,0.00772473,66.8458,0.1ug Pfizer
57,19,0.333445,0.00341566,0.0058454,67.0145,0.1ug Pfizer
58,19,0.317809,0.00265765,0.00744721,66.8458,0.1ug Pfizer
59,19,0.342989,0.00173456,0.00387018,67.9312,0.1ug Pfizer
60,19,0.324625,0.00241932,0.011561,66.864,0.1ug Pfizer
61,19,0.332869,0.00175985,0.00387018,67.9312,0.1ug Pfizer
62,19,0.336442,0.00261918,0.00489482,67.5804,0.1ug Pfizer
63,19,0.332869,0.00227053,0.00478542,67.6647,0.1ug Pfizer
64,19,0.343668,0.00332649,0.00489482,67.1742,0.1ug Pfizer
65,19,0.337366,0.00386805,0.00478542,66.5199,0.1ug Pfizer
66,19,0.343668,0.00332649,0.00417385,67.1742,0.1ug Pfizer
67,19,0.337366,0.00228987,0.00396563,66.5199,0.1ug Pfizer
68,19,0.35015,0.00559363,0.00415537,67.3352,0.1ug Pfizer
69,19,0.337366,0.00142928,0.00406808,66.3624,0.1ug Pfizer
70,19,0.343917,0.0036274,0.00415537,67.4907,0.1ug Pfizer
71,19,0.363277,0.00306099,0.00327643,66.9406,0.1ug Pfizer
72,19,0.33814,0.00206636,0.00514435,66.7779,0.1ug Pfizer
73,19,0.322115,0.00306099,0.00788657,66.6645,0.1ug Pfizer
74,19,0.33814,0.00206636,0.00514435,66.7779,0.1ug Pfizer
75,19,0.312903,0.00306099,0.0123825,67.1624,0.1ug Pfizer
76,19,0.355043,0.00368784,0.00514435,67.5359,0.1ug Pfizer
77,19,0.321629,0.00502714,0.00979114,66.6691,0.1ug Pfizer
78,19,0.346235,0.00269927,0.00418315,65.7218,0.1ug Pfizer
79,19,0.321629,0.00258008,0.00652043,66.491,0.1ug Pfizer
80,19,0.373996,0.00443677,0.00436026,67.1418,0.1ug Pfizer
81,19,0.321629,0.00386173,0.00652043,67.7245,0.1ug Pfizer
82,19,0.338246,0.00284983,0.00562762,67.1418,0.1ug Pfizer
83,19,0.349202,0.00380065,0.00368047,66.0242,0.1ug Pfizer
84,19,0.338246,0.00314034,0.00481534,67.2394,0.1ug Pfizer
85,19,0.349202,0.00380065,0.00368047,66.3618,0.1ug Pfizer
86,19,0.314231,0.00399495,0.00936028,66.9128,0.1ug Pfizer
87,19,0.360343,0.00343769,0.00311552,67.1004,0.1ug Pfizer
88,19,0.328264,0.00341379,0.00417634,66.9128,0.1ug Pfizer
89,19,0.32842,0.00306466,0.00523624,67.3846,0.1ug Pfizer
90,19,0.333224,0.00187888,0.00463888,67.1437,0.1ug Pfizer
91,19,0.343479,0.00263139,0.00299748,67.8038,0.1ug Pfizer
92,19,0.344769,0.00163947,0.00413114,67.2803,0.1ug Pfizer
93,19,0.361488,0.00383392,0.00299748,67.1181,0.1ug Pfizer
94,19,0.344769,0.00481056,0.00530128,67.153,0.1ug Pfizer
95,19,0.357645,0.00370609,0.00299748,67.1181,0.1ug Pfizer
96,19,0.344769,0.00454231,0.00710056,67.184,0.1ug Pfizer
97,19,0.357645,0.00356249,0.0024524,67.1181,0.1ug Pfizer
98,19,0.344769,0.00388933,0.00673578,67.184,0.1ug Pfizer
99,19,0.357645,0.00299183,0.00418014,67.0029,0.1ug Pfizer
100,19,0.344769,0.00366454,0.00673578,68.1221,0.1ug Pfizer
1,20,0.423467,0.00202646,0.00500544,66.3282,0.1ug Pfizer
2,20,0.413841,0.00329621,0.00617683,67.7408,0.1ug Pfizer
3,20,0.433989,0.00272566,0.0113692,67.8426,0.1ug Pfizer
